kx,ky,kz,wa,wb,wc,wd,we,wf,tag
3,-9,-19,0,0,0,43,0,49,12
3,-9,-19,0,0,0,43,0,50,12
3,-9,-18,0,0,0,43,0,50,12
3,-9,-18,0,0,0,43,0,50,12
3,-9,-19,0,0,0,43,0,50,12
3,-9,-19,0,0,0,43,0,50,12
3,-9,-19,32,0,0,43,0,49,12
3,-9,-18,32,0,0,43,0,51,12
3,-9,-18,32,0,0,43,0,50,12
3,-9,-18,32,0,0,43,0,50,12
3,-9,-19,32,0,0,43,0,50,12
3,-9,-18,32,0,0,41,0,49,12
3,-9,-12,0,0,0,41,0,51,21
3,-9,-12,0,0,0,43,0,51,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,43,0,51,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-13,0,0,0,43,0,51,21
3,-9,-12,0,0,0,44,0,51,21
3,-9,-12,0,0,0,40,0,53,21
3,-9,-12,0,0,0,42,0,51,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,44,0,51,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,43,0,53,21
3,-9,-12,0,0,0,43,0,51,21
3,-9,-13,0,0,0,43,0,53,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,43,0,51,21
3,-9,-13,0,0,0,43,0,52,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-13,0,0,0,44,0,52,21
3,-9,-13,0,0,0,44,0,53,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,42,0,52,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,43,0,51,21
3,-9,-12,0,0,0,43,0,51,21
3,-9,-12,0,0,0,44,0,51,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,43,0,52,21
3,-9,-12,0,0,0,43,0,51,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-12,0,0,0,42,0,51,21
3,-9,-12,0,0,0,44,0,52,21
3,-9,-13,0,0,0,43,0,51,21
3,-9,-12,0,0,0,43,0,51,21
3,-9,-12,0,0,0,34,0,44,4
2,-9,-12,0,0,0,36,0,45,4
2,-9,-12,33,0,0,36,0,45,4
2,-9,-12,33,0,0,36,0,44,4
3,-9,-12,33,0,0,34,0,45,4
2,-9,-12,33,0,0,34,0,45,4
2,-9,-12,33,0,0,34,0,44,4
2,-9,-12,33,0,0,34,0,45,4
3,-9,-12,33,0,0,36,0,45,4
3,-9,-12,33,0,0,34,0,45,4
2,-9,-12,33,0,0,35,0,45,4
2,-9,-12,33,0,0,33,0,45,4
2,-9,-12,0,0,0,35,0,43,4
3,-9,-12,32,0,0,35,0,43,4
3,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,35,0,44,4
2,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,43,4
2,-9,-12,32,0,0,35,0,47,4
2,-9,-12,32,0,0,35,0,46,4
2,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,35,0,46,4
2,-9,-12,32,0,0,35,0,46,4
2,-9,-12,0,0,0,35,0,43,4
3,-9,-12,0,0,0,33,0,44,4
3,-9,-12,0,0,0,35,0,44,4
2,-9,-12,0,0,0,35,0,45,4
2,-9,-12,0,0,0,35,0,45,4
2,-9,-12,0,0,0,35,0,43,4
3,-9,-12,0,0,0,35,0,43,4
3,-9,-12,0,0,0,35,0,44,4
3,-9,-12,0,0,0,35,0,43,4
2,-9,-12,0,0,0,35,0,43,4
2,-9,-12,0,0,0,35,0,44,4
2,-9,-12,0,0,0,35,0,43,4
2,-9,-12,0,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,41,4
2,-9,-12,32,0,0,35,0,46,4
3,-9,-12,32,0,0,36,0,45,4
3,-9,-12,32,0,0,36,0,44,4
3,-9,-12,32,0,0,36,0,44,4
3,-9,-12,32,0,0,36,0,44,4
3,-9,-12,32,0,0,36,0,45,4
2,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,0,0,0,33,0,43,4
2,-9,-12,0,0,0,36,0,44,4
3,-9,-12,0,0,0,33,0,45,4
2,-9,-12,0,0,0,35,0,45,4
2,-9,-12,0,0,0,35,0,44,4
3,-9,-12,0,0,0,35,0,44,4
3,-9,-12,0,0,0,36,0,44,4
3,-9,-12,0,0,0,36,0,44,4
3,-9,-12,0,0,0,36,0,44,4
3,-9,-12,0,0,0,35,0,44,4
3,-9,-12,0,0,0,35,0,45,4
2,-9,-12,0,0,0,35,0,44,4
2,-9,-12,0,0,0,35,0,43,4
3,-9,-12,0,0,0,35,0,43,4
3,-9,-12,0,0,0,33,0,45,4
3,-9,-12,32,0,0,33,0,45,4
2,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,45,4
2,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,44,4
2,-9,-12,32,0,0,35,0,45,4
2,-9,-12,32,0,0,33,0,45,4
3,-9,-12,32,0,0,36,0,45,4
3,-9,-12,0,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,35,0,46,4
3,-9,-12,32,0,0,35,0,45,4
2,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,44,4
2,-9,-12,32,0,0,33,0,45,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,36,0,45,4
2,-9,-12,32,0,0,35,0,45,4
3,-9,-12,0,0,0,33,0,45,4
3,-9,-12,32,0,0,35,0,43,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,45,4
2,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,36,0,44,4
3,-9,-12,32,0,0,36,0,44,4
3,-9,-12,32,0,0,35,0,45,4
2,-9,-12,0,0,0,35,0,50,4
3,-9,-12,32,0,0,35,0,46,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,45,4
2,-9,-12,32,0,0,35,0,46,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,32,0,0,35,0,44,4
3,-9,-12,32,0,0,33,0,45,4
2,-9,-12,32,0,0,33,0,46,4
3,-9,-12,32,0,0,35,0,45,4
3,-9,-12,31,0,0,35,0,45,4
2,-9,-12,31,0,0,35,0,46,4
3,-9,-12,31,0,0,35,0,45,4
2,-9,-12,31,0,0,35,0,45,4
2,-9,-12,31,0,0,35,0,44,4
3,-9,-12,31,0,0,33,0,45,4
3,-9,-12,31,0,0,33,0,45,4
3,-9,-12,31,0,0,35,0,46,4
2,-9,-12,31,0,0,35,0,45,4
3,-9,-12,31,0,0,33,0,44,4
2,-9,-12,0,0,0,35,0,43,4
3,-9,-12,0,0,0,33,0,43,4
3,-9,-12,0,0,0,33,0,43,4
3,-9,-12,0,0,0,35,0,43,4
3,-9,-12,0,0,0,33,0,44,4
3,-9,-12,0,0,0,36,0,45,4
3,-9,-12,0,0,0,33,0,44,4
2,-9,-12,0,0,0,35,0,44,4
3,-9,-12,0,0,0,35,0,45,4
2,-9,-12,0,0,0,35,0,45,4
3,-9,-12,0,0,0,35,0,45,4
3,-9,-12,0,0,0,33,0,46,4
3,-9,-12,0,0,0,33,0,44,4
2,-9,-12,31,0,0,36,0,45,4
3,-9,-12,31,0,0,33,0,44,4
3,-9,-12,31,0,0,33,0,45,4
2,-9,-12,31,0,0,33,0,44,4
2,-9,-12,31,0,0,35,0,45,4
2,-9,-12,31,0,0,35,0,45,4
3,-9,-12,31,0,0,35,0,45,4
3,-9,-12,31,0,0,33,0,45,4
2,-9,-12,31,0,0,35,0,44,4
3,-9,-12,31,0,0,33,0,44,4
2,-9,-12,0,0,0,35,0,45,4
3,-9,-12,0,0,0,35,0,43,4
2,-9,-12,0,0,0,36,0,44,4
3,-9,-12,0,0,0,36,0,44,4
2,-9,-12,0,0,0,36,0,44,4
3,-9,-12,0,0,0,35,0,44,4
3,-9,-20,0,0,0,45,30,48,11
3,-9,-20,0,0,0,45,30,49,11
3,-9,-20,0,0,0,45,31,49,11
3,-9,-20,0,0,0,45,31,49,11
3,-9,-20,0,0,0,45,31,48,11
3,-9,-20,0,0,0,45,31,48,11
3,-9,-20,0,0,0,45,31,49,11
3,-9,-20,0,0,0,45,30,49,11
3,-9,-20,0,0,0,45,32,49,11
3,-9,-20,0,0,0,48,32,48,11
3,-9,-20,0,0,0,46,32,49,11
3,-9,-20,0,0,0,45,33,49,11
3,-9,-20,0,0,0,45,32,49,11
3,-9,-20,0,0,0,45,32,48,11
3,-9,-20,0,0,0,46,30,48,11
3,-9,-20,0,0,0,46,30,49,11
3,-9,-20,0,0,0,44,32,49,11
3,-9,-20,0,0,0,45,30,48,11
3,-9,-20,0,0,0,45,29,49,11
3,-9,-20,0,0,0,45,32,49,11
3,-9,-20,0,0,0,45,32,49,11
3,-9,-20,0,0,0,45,32,49,11
3,-9,-20,0,0,0,45,30,51,11
3,-9,-20,0,0,0,45,32,51,11
3,-9,-20,0,0,0,45,32,49,11
3,-9,-20,0,0,0,45,30,49,11
3,-9,-20,0,0,0,45,30,48,11
3,-9,-20,0,0,0,45,30,49,11
3,-9,-20,0,0,0,45,32,48,11
3,-9,-20,0,0,0,45,30,49,11
3,-9,-20,0,0,0,46,33,49,11
3,-9,-20,0,0,0,46,33,49,11
3,-9,-20,0,0,0,44,33,48,11
3,-9,-20,0,0,0,45,32,48,11
3,-9,-20,0,0,0,45,32,50,11
3,-9,-20,0,0,0,45,32,48,11
3,-9,-20,0,0,0,45,32,48,11
3,-9,-20,0,0,0,45,32,48,11
3,-9,-20,0,0,0,46,32,49,11
3,-9,-20,0,0,0,45,32,46,11
3,-9,-20,0,0,0,45,30,48,11
3,-9,-20,0,0,0,45,32,47,11
3,-9,-20,0,0,0,45,29,49,11
3,-9,-20,0,0,0,45,29,48,11
3,-9,-20,0,0,0,45,29,49,11
3,-9,-20,0,0,0,45,32,48,11
3,-9,-20,0,0,0,45,30,47,11
3,-9,-20,0,0,0,45,30,48,11
3,-9,-20,0,0,0,45,37,48,11
3,-9,-20,0,0,0,45,37,48,11
3,-9,-20,0,0,0,44,30,48,11
3,-9,-20,0,0,0,44,30,48,11
3,-9,-20,0,0,0,45,30,48,11
3,-9,-20,0,0,0,44,29,48,11
3,-9,-20,0,0,0,45,32,48,11
3,-9,-20,0,0,0,44,29,48,11
3,-9,-20,0,0,0,44,30,49,11
3,-9,-20,0,0,0,44,30,47,11
3,-9,-20,0,0,0,45,29,47,11
3,-9,-20,0,0,0,45,29,48,11
3,-9,-20,0,0,0,45,29,48,11
3,-9,-20,0,0,0,45,30,49,11
3,-9,-20,0,0,0,44,30,47,11
3,-9,-20,0,0,0,44,30,46,11
3,-9,-20,0,0,0,45,30,48,11
3,-9,-20,0,0,0,44,32,47,11
3,-9,-20,0,0,0,44,30,48,11
3,-9,-20,0,0,0,44,30,47,11
3,-9,-20,0,0,0,45,30,47,11
3,-9,-20,0,0,0,44,29,47,11
3,-9,-20,0,0,0,45,30,48,11
3,-9,-20,0,0,0,45,30,47,11
3,-9,-20,0,0,0,45,30,46,11
3,-9,-20,0,0,0,44,32,47,11
3,-9,-20,0,0,0,44,37,47,11
4,-9,-20,0,0,0,50,29,50,22
3,-9,-20,0,0,0,50,29,49,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,50,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,48,29,50,22
3,-9,-20,0,0,0,50,0,49,22
3,-9,-20,0,0,0,50,0,50,22
3,-9,-20,0,0,0,49,0,50,22
3,-9,-20,0,0,0,49,0,50,22
3,-9,-21,0,0,0,49,0,49,22
3,-9,-20,0,0,0,49,0,50,22
3,-9,-20,0,0,0,49,31,49,22
3,-9,-20,0,0,0,49,31,48,22
3,-9,-20,0,0,0,49,31,49,22
3,-9,-20,0,0,0,49,31,49,22
3,-9,-20,0,0,0,49,31,50,22
3,-9,-20,0,0,0,50,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,50,29,49,22
3,-9,-20,0,0,0,50,29,50,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,48,29,50,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,50,31,50,22
3,-9,-20,0,0,0,49,31,49,22
3,-9,-20,0,0,0,49,31,50,22
3,-9,-20,0,0,0,49,31,50,22
3,-9,-20,0,0,0,50,31,50,22
3,-9,-20,0,0,0,49,31,50,22
3,-9,-20,0,0,0,49,31,50,22
3,-9,-20,0,0,0,52,29,49,22
3,-9,-20,0,0,0,50,29,49,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,48,22
3,-9,-20,0,0,0,50,29,51,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,48,29,50,22
3,-9,-20,0,0,0,48,31,50,22
3,-9,-20,0,0,0,49,31,50,22
3,-9,-20,0,0,0,49,31,50,22
3,-9,-20,0,0,0,48,31,50,22
3,-9,-20,0,0,0,48,29,50,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,50,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,49,29,49,22
3,-9,-20,0,0,0,48,29,50,22
3,-9,-21,0,0,0,46,29,48,22
3,-9,-20,0,0,0,48,0,48,22
3,-9,-20,0,0,0,48,0,49,22
3,-9,-20,0,0,0,49,0,48,22
3,-9,-20,0,0,0,48,0,48,22
3,-9,-20,0,0,0,49,0,49,22
3,-9,-20,0,0,0,48,0,44,22
3,-9,-20,0,0,0,49,0,49,22
3,-9,-20,0,0,0,49,0,50,22
4,-9,-16,0,0,0,40,0,52,5
3,-9,-17,0,0,0,41,0,51,5
3,-9,-17,0,0,0,40,0,52,5
3,-9,-17,0,0,0,38,0,52,5
3,-9,-17,0,0,0,38,0,51,5
3,-9,-16,0,0,0,38,0,50,5
3,-9,-16,0,0,0,38,0,51,5
3,-9,-16,0,0,0,38,0,52,5
3,-9,-17,0,0,0,38,0,52,5
3,-9,-16,0,0,0,38,0,51,5
3,-9,-17,0,0,0,40,0,52,5
3,-9,-17,0,0,0,40,0,52,5
3,-9,-17,0,0,0,40,0,52,5
3,-9,-17,0,0,0,38,0,52,5
3,-9,-17,0,0,0,39,0,52,5
3,-9,-17,0,0,0,38,0,52,5
3,-9,-17,0,0,0,38,0,52,5
3,-9,-17,0,0,0,40,0,51,5
3,-9,-16,0,0,0,40,0,51,5
3,-9,-16,0,0,0,37,0,52,5
3,-9,-17,0,0,0,39,0,52,5
3,-9,-17,0,0,0,39,0,51,5
3,-9,-16,0,0,0,39,0,52,5
3,-9,-16,0,0,0,39,0,53,5
3,-9,-16,0,0,0,39,0,51,5
3,-9,-16,0,0,0,39,0,51,5
3,-9,-17,0,0,0,39,0,49,5
3,-9,-16,0,0,0,39,0,50,5
3,-9,-17,0,0,0,39,0,50,5
3,-9,-16,0,0,0,39,0,49,5
3,-9,-17,0,0,0,39,0,50,5
3,-9,-17,0,0,0,39,0,50,5
3,-9,-17,0,0,0,39,0,52,5
3,-9,-16,0,0,0,39,0,50,5
3,-8,-22,0,0,0,40,0,53,10
3,-8,-22,0,0,0,40,0,52,10
3,-8,-22,0,0,0,41,0,52,10
3,-8,-22,0,0,0,41,0,52,10
3,-8,-22,0,0,0,41,0,53,10
3,-8,-22,0,0,0,41,0,53,10
3,-8,-22,0,0,0,40,0,52,10
3,-8,-22,0,0,0,40,0,53,10
3,-8,-22,0,0,0,40,0,53,10
3,-8,-22,0,0,0,40,0,54,10
3,-8,-22,0,0,0,40,0,53,10
3,-8,-22,0,0,0,40,0,54,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,41,29,54,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,54,10
3,-8,-22,0,0,0,41,29,53,10
3,-8,-22,0,0,0,41,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,41,29,53,10
3,-8,-22,0,0,0,39,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,31,53,10
3,-8,-22,0,0,0,40,31,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,41,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,41,29,53,10
3,-8,-22,0,0,0,41,29,53,10
3,-8,-22,0,0,0,41,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,41,31,53,10
3,-8,-22,0,0,0,40,29,52,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,52,10
3,-8,-22,0,0,0,39,29,53,10
3,-8,-22,0,0,0,41,29,53,10
3,-8,-22,0,0,0,40,31,53,10
3,-8,-22,0,0,0,40,31,53,10
3,-8,-22,0,0,0,40,31,53,10
3,-8,-22,0,0,0,40,29,51,10
3,-8,-22,0,0,0,39,29,53,10
3,-8,-22,0,0,0,39,29,52,10
3,-8,-22,0,0,0,39,29,53,10
3,-8,-22,0,0,0,40,29,52,10
3,-8,-22,0,0,0,39,29,53,10
3,-8,-22,0,0,0,39,29,52,10
3,-8,-22,0,0,0,39,29,52,10
3,-8,-22,0,0,0,39,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,52,10
3,-9,-22,0,0,0,40,29,52,10
3,-8,-22,0,0,0,38,29,52,10
3,-8,-22,0,0,0,38,29,51,10
3,-8,-22,0,0,0,40,29,51,10
3,-8,-22,0,0,0,40,29,52,10
3,-8,-22,0,0,0,40,29,52,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,53,10
3,-8,-22,0,0,0,40,29,52,10
3,-8,-22,0,0,0,39,29,54,10
3,-8,-22,0,0,0,39,29,52,10
3,-9,-22,0,0,0,39,29,52,10
3,-8,-22,0,0,0,40,29,52,10
3,-8,-22,0,0,0,40,0,52,10
3,-8,-22,0,0,0,40,0,52,10
3,-8,-22,0,0,0,40,0,52,10
4,-9,-20,0,0,0,44,0,49,23
4,-9,-20,0,0,0,45,0,49,23
4,-9,-20,0,0,0,45,0,50,23
4,-9,-20,0,0,0,45,0,49,23
4,-9,-20,0,0,0,44,0,49,23
4,-9,-20,0,0,0,45,0,49,23
4,-9,-20,0,0,0,45,0,49,23
4,-9,-20,0,0,0,44,0,49,23
4,-9,-20,0,0,0,44,0,49,23
4,-9,-20,0,0,0,44,0,48,23
4,-9,-20,0,0,0,44,0,48,23
4,-9,-20,0,0,0,44,0,49,23
4,-9,-20,0,0,0,45,0,49,23
4,-9,-20,0,0,0,45,0,49,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,45,0,49,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,44,0,49,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,45,0,47,23
4,-9,-20,0,0,0,44,0,47,23
4,-9,-20,0,0,0,44,0,47,23
4,-9,-20,0,0,0,44,0,49,23
3,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,44,0,48,23
4,-9,-20,0,0,0,45,30,47,23
4,-9,-20,0,0,0,44,29,48,23
4,-9,-20,0,0,0,45,29,48,23
4,-9,-20,0,0,0,45,29,48,23
4,-9,-20,0,0,0,45,29,47,23
4,-9,-20,0,0,0,44,29,48,23
4,-9,-20,0,0,0,45,29,48,23
4,-9,-20,0,0,0,45,29,48,23
4,-9,-20,0,0,0,45,29,48,23
4,-9,-20,0,0,0,45,29,48,23
4,-9,-20,0,0,0,44,29,48,23
4,-9,-20,0,0,0,45,29,48,23
4,-9,-20,0,0,0,45,29,48,23
4,-9,-20,0,0,0,45,31,46,23
3,-9,-20,0,0,0,45,31,48,23
4,-9,-20,0,0,0,44,31,48,23
4,-9,-20,0,0,0,45,31,48,23
4,-9,-20,0,0,0,44,31,48,23
4,-9,-20,0,0,0,44,31,49,23
4,-9,-20,0,0,0,44,31,48,23
4,-9,-20,0,0,0,45,31,48,23
4,-9,-20,0,0,0,45,31,48,23
4,-9,-20,0,0,0,45,31,48,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,44,0,47,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,46,0,48,23
4,-9,-20,0,0,0,45,0,48,23
4,-9,-20,0,0,0,45,0,48,23
3,-9,-20,0,0,0,44,0,47,23
4,-9,-20,0,0,0,44,0,47,23
4,-9,-20,0,0,0,44,0,47,23
4,-9,-20,0,0,0,44,0,48,23
4,-9,-20,0,0,0,44,0,48,23
4,-9,-20,0,0,0,44,0,48,23
3,-9,-14,0,0,0,43,34,53,9
3,-9,-15,0,0,0,43,34,53,9
3,-9,-15,0,0,0,44,36,53,9
3,-9,-15,0,0,0,43,34,53,9
3,-9,-15,0,0,0,44,36,53,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-15,0,0,0,43,34,53,9
3,-9,-15,0,0,0,43,34,53,9
3,-9,-15,0,0,0,43,34,52,9
3,-9,-15,0,0,0,43,34,53,9
3,-9,-15,0,0,0,43,34,52,9
3,-9,-15,0,0,0,43,34,53,9
3,-9,-15,0,0,0,43,34,53,9
3,-9,-15,0,0,0,43,34,53,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-15,0,0,0,42,36,53,9
3,-9,-15,0,0,0,44,34,53,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-15,0,0,0,43,34,52,9
3,-9,-15,0,0,0,44,34,53,9
3,-9,-15,0,0,0,43,36,54,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-15,0,0,0,43,35,53,9
3,-9,-15,0,0,0,43,35,53,9
3,-9,-15,0,0,0,44,35,54,9
3,-9,-15,0,0,0,44,36,53,9
3,-9,-15,0,0,0,43,35,53,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-14,0,0,0,43,35,54,9
3,-9,-15,0,0,0,43,35,53,9
3,-9,-15,0,0,0,43,35,53,9
3,-9,-15,0,0,0,43,35,52,9
3,-9,-15,0,0,0,44,35,52,9
3,-9,-15,0,0,0,43,35,53,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-14,0,0,0,43,35,53,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-15,0,0,0,43,35,53,9
3,-9,-15,0,0,0,43,35,54,9
3,-9,-15,0,0,0,43,36,53,9
3,-9,-15,0,0,0,43,35,54,9
3,-9,-15,0,0,0,43,36,54,9
4,-9,-15,0,0,0,43,0,55,24
3,-9,-16,0,0,0,44,0,55,24
3,-9,-16,0,0,0,42,0,54,24
3,-9,-16,0,0,0,42,33,54,24
3,-9,-16,0,0,0,42,33,55,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,44,32,58,24
3,-9,-16,0,0,0,43,33,54,24
3,-9,-16,0,0,0,43,33,56,24
3,-9,-16,0,0,0,43,33,55,24
3,-9,-16,0,0,0,43,32,57,24
3,-9,-16,0,0,0,43,32,56,24
3,-9,-16,0,0,0,43,32,56,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,42,32,55,24
3,-9,-16,0,0,0,43,33,56,24
3,-9,-16,0,0,0,44,33,55,24
3,-9,-16,0,0,0,43,33,55,24
3,-9,-16,0,0,0,42,33,55,24
3,-9,-16,0,0,0,43,33,55,24
3,-9,-16,0,0,0,43,33,57,24
3,-9,-16,0,0,0,43,33,54,24
3,-9,-16,0,0,0,43,33,55,24
3,-9,-16,0,0,0,44,32,55,24
3,-9,-16,0,0,0,43,33,55,24
3,-9,-16,0,0,0,43,33,57,24
3,-9,-16,0,0,0,42,33,56,24
3,-9,-16,0,0,0,42,33,56,24
3,-9,-16,0,0,0,43,32,57,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,43,32,56,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,43,32,56,24
3,-9,-16,0,0,0,43,32,56,24
3,-9,-16,0,0,0,44,33,56,24
3,-9,-16,0,0,0,44,33,55,24
3,-9,-16,0,0,0,43,33,56,24
3,-9,-16,0,0,0,43,33,56,24
3,-9,-16,0,0,0,43,32,56,24
3,-9,-16,0,0,0,42,32,55,24
3,-9,-16,0,0,0,44,32,56,24
3,-9,-16,0,0,0,42,32,57,24
3,-9,-16,0,0,0,43,33,56,24
3,-9,-16,0,0,0,43,32,56,24
3,-9,-16,0,0,0,42,32,55,24
3,-9,-16,0,0,0,42,33,54,24
3,-9,-16,0,0,0,42,32,55,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,42,32,55,24
3,-9,-16,0,0,0,42,32,56,24
3,-9,-16,0,0,0,43,32,56,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,43,32,55,24
3,-9,-16,0,0,0,43,32,55,24
4,-9,-21,0,0,0,42,34,55,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-21,0,0,0,41,33,56,8
3,-9,-21,0,0,0,41,36,54,8
3,-9,-21,0,0,0,41,36,55,8
3,-9,-21,0,0,0,41,36,55,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-21,0,0,0,42,34,54,8
3,-9,-21,0,0,0,41,36,55,8
3,-9,-21,0,0,0,41,33,54,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-22,0,0,0,41,37,55,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-21,0,0,0,42,34,55,8
3,-9,-21,0,0,0,41,34,55,8
3,-9,-21,0,0,0,43,35,55,8
